path;data;extension;date;length;length_after_html_drop;@userName;hashtag;URLs;emoticon;emoji;length_after_cleaning_text;language;interjection;target
tests2/youtube-uci-ml/_ham_/z12luhmz2trvu1s0y22xyfhq2lbgwhkxm04.ytbid;2011-   year  decent music.;ytbid;Thu May 28 01:04:07 CEST 2015;36;36; ; ; ; ; ;36;en; ;ham
tests2/youtube-uci-ml/_ham_/z12wyxvyuyiach5og04cclng3ujizpmbtg0.ytbid;  comments.;ytbid;Sat May 23 03:13:21 CEST 2015;17;17; ; ; ; ; ;17;en;so -- ;ham
tests2/youtube-uci-ml/_ham_/z12lzbu4iymmvjgj004cdjaonunljbjwwo00k.ytbid;969,210 dislikes like dislike themselves;ytbid;Tue Jan 21 07:33:30 CET 2014;40;40; ; ; ; ; ;40;af; ;ham
tests2/youtube-uci-ml/_ham_/z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k.ytbid;eminem the best !;ytbid;Wed May 20 17:32:56 CEST 2015;17;17; ; ; ; ; ;17;de; ;ham
tests2/youtube-uci-ml/_ham_/z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k.ytbid;almost to  billion ;ytbid;Thu May 21 16:03:22 CEST 2015;22;22; ; ; ;:) ; ;20;it; ;ham
tests2/youtube-uci-ml/_ham_/z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k.ytbid; song    oreo,  black part  good   white part  ;ytbid;Tue May 19 07:14:30 CEST 2015;78;78; ; ; ; ; ;78;en;this -- like -- good -- ;ham
tests2/youtube-uci-ml/_ham_/z13ocniikmi1vzubr04ccn3jkzihtrbzpp00k.ytbid;   good      good ;ytbid;Fri Jun 05 19:21:28 CEST 2015;46;46; ; ; ; ; ;46;en;good -- ;ham
tests2/youtube-uci-ml/_ham_/z12avxpx4t3xib0fq225jvlbdnqfh320y.ytbid;wow  love  ;ytbid;Sun May 24 16:47:50 CEST 2015;14;14; ; ; ; ; ;14;en;wow -- ;ham
tests2/youtube-uci-ml/_ham_/z13ye1jj0nmftp3bm04cetp5krufcxpyyg4.ytbid;made  years ago  people    understand  message  song  conveying.       , understand  domestic violence   game, women   fictional    video  exist. living  lives   man  abuses ,   chooses  stay    love,    sexual feeling   .    sad, . ;ytbid;Tue May 26 04:40:15 CEST 2015;377;377; ; ; ; ; ;377;en;this -- quite -- not -- man -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z13iijhzqwz4gxek122ugd3bllbks1011.ytbid;y love you;ytbid;Mon Sep 22 15:33:15 CEST 2014;10;10; ; ; ; ; ;10;cy; ;ham
tests2/youtube-uci-ml/_ham_/z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k.ytbid; song    monster  eminem;ytbid;Tue May 26 16:26:55 CEST 2015;42;42; ; ; ; ; ;42;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z12kf5dyltrijhepb04ccltibzijd5wa1mc0k.ytbid; love  song;ytbid;Thu May 21 06:12:44 CEST 2015;16;16; ; ; ; ; ;16;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z12ldxsqzsvvwf5h404cjh5ooxincztrles.ytbid;    video theme   bit   insult  28 days ? ;ytbid;Sat May 23 05:03:15 CEST 2015;75;75; ; ; ; ; ;75;en;this -- later -- ;ham
tests2/youtube-uci-ml/_ham_/z13mh3ih5xqtdvt3z22xdhvp4pfhxfmhz04.ytbid;you gonna hear me roarrrr.....;ytbid;Tue Sep 09 12:26:50 CEST 2014;30;30; ; ; ; ; ;30;br; ;ham
tests2/youtube-uci-ml/_ham_/z13utrmbosiawt10p22kextrikr0fprhh04.ytbid;   tattoo    tricep ?;ytbid;Sat Oct 11 03:28:19 CEST 2014;46;46; ; ; ; ; ;46;en;what -- say -- right -- ;ham
tests2/youtube-uci-ml/_ham_/z13zz3cjwmztcni0p23ug3vb0pasfvzqc04.ytbid;"  god  oldspice spraytan party commercial omg....' sitting  ""    real thing  ? omg"" ";ytbid;Tue Jan 21 09:03:36 CET 2014;108;108; ; ; ; ; ;108;en;this -- oh my god -- oh my -- oh -- is it -- here -- ;ham
tests2/youtube-uci-ml/_ham_/z13xy3naqwneytjyb04cjdb54luwyjk4alo0k.ytbid;waka waka;ytbid;Mon May 25 04:09:42 CEST 2015;9;9; ; ; ; ; ;9;sw; ;ham
tests2/youtube-uci-ml/_ham_/z13qdpxqiziasxzsv234hhqoeretuhabc04.ytbid; video  great .....!!!  love this........   katy perry;ytbid;Tue Oct 21 05:52:03 CEST 2014;72;72; ; ; ; ; ;72;en;this -- like -- great -- ;ham
tests2/youtube-uci-ml/_ham_/z134i3ya3xn2cthzj04cef445l21ylwxzmc0k.ytbid;   mmph version ;ytbid;Thu May 21 19:44:39 CEST 2015;30;30; ; ; ; ; ;30;en;mmph -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z12xyzfbixyuxf5wm04ccn2inoiyevdqwgo.ytbid;charlieee :dddd (those   lost   understand);ytbid;Sat May 23 03:32:21 CEST 2015;57;57; ; ; ; ; ;57;en;saw -- ;ham
tests2/youtube-uci-ml/_ham_/z13etzhwwvzye1oav04cehnitxf5cx2xkts0k.ytbid;8 million likes extreme droll   subscribers  8 million extreme droll;ytbid;Tue Nov 04 18:30:39 CET 2014;56;56; ; ; ; ; ;56;en;not -- ;ham
tests2/youtube-uci-ml/_ham_/z13gfxxpcpemtbfru04cgnobbqraszrowpc0k.ytbid;party rock anthem  love,party rock anthem  life;ytbid;Tue May 26 21:35:37 CEST 2015;51;51; ; ; ; ; ;51;en; ;ham
tests2/youtube-uci-ml/_ham_/z13kxpqqssa0hlryd04cc1dxeyyngljjngk.ytbid;2 billion....coming soon;ytbid;Sun Jan 19 13:25:56 CET 2014;24;24; ; ; ; ; ;24;tl; ;ham
tests2/youtube-uci-ml/_ham_/z12iubmp2mv1txfsy235vb2xdqirufcp304.ytbid;   music video  2 billion views  instant message    watching   earth?????? laughing  loud;ytbid;Fri Nov 07 17:03:01 CET 2014;99;99; ; ; ; ; ;99;en;this -- out -- how -- here -- ;ham
tests2/youtube-uci-ml/_ham_/z13nv5tycmikx3syi04cdv5bmruufbrqjyk0k.ytbid;best song ever;ytbid;Sun Oct 19 16:28:10 CEST 2014;15;15; ; ; ; ; ;15;no; ;ham
tests2/youtube-uci-ml/_ham_/z120grixiomvyvbga04cfl24csz5jf4zzuc0k.ytbid; video    2 billion    people checking    hit 2 billion .;ytbid;Mon Jan 20 17:22:53 CET 2014;93;93; ; ; ; ; ;93;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z13uy1yrkprst3ouf22dundglo2dypric04.ytbid;  song !;ytbid;Tue Jul 22 20:53:51 CEST 2014;19;19; ; ; ; ; ;19;en; ;ham
tests2/youtube-uci-ml/_ham_/z13sx5nrhq22yvste23fvnirosixy55ag04.ytbid;   song  video  perfect  ;ytbid;Fri Nov 07 13:37:51 CET 2014;47;47; ; ; ; ; ;47;en;this -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z12jy5544qedxbgfq235ufyqbxqkzxbjl04.ytbid;eminem rocks!;ytbid;Wed May 20 23:52:14 CEST 2015;13;13; ; ; ; ; ;13;pl; ;ham
tests2/youtube-uci-ml/_ham_/z123wdtwhmnngjhat04cgtu5oyibstyopnw0k.ytbid;thumbs        1 billion views;ytbid;Thu May 21 10:48:07 CEST 2015;55;55; ; ; ; ; ;55;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z13zyrkanyf2y3cxw04chznrcxmefpkpf3s.ytbid;   find   make    freakin jungle?!;ytbid;Tue Sep 23 11:42:34 CEST 2014;57;57; ; ; ; ; ;57;en; ;ham
tests2/youtube-uci-ml/_ham_/z12mfnjahrvcgjh4004cdf3buuzshjsrzhw.ytbid;psy is a good guy;ytbid;Sat Nov 08 05:36:38 CET 2014;17;17; ; ; ; ; ;17;so; ;ham
tests2/youtube-uci-ml/_ham_/z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24.ytbid; song makes    drink bleach;ytbid;Sun Sep 07 03:43:55 CEST 2014;39;39; ; ; ; ; ;39;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z13lih3oztyagltwo04ceh3rezv2hfx5aj4.ytbid;nice song;ytbid;Sun May 24 12:55:30 CEST 2015;9;9; ; ; ; ; ;9;en;nice -- ;ham
tests2/youtube-uci-ml/_ham_/z12aczswnozdwrfnj22usfnxymiaylupi04.ytbid;she looks like megan fox  xd!!;ytbid;Tue May 19 22:49:23 CEST 2015;32;32; ; ; ; ;😂;30;et; ;ham
tests2/youtube-uci-ml/_ham_/z120thzonkjsz3euu233jn0alpmcupqtk.ytbid;" figured    dislike  son   supposed    power ballad ?  ' uplifting  motivating   end. ,  final chorus   extra umph   end   sounds     .   crescendo-ing   powerful finish, ""roar""      wavelength.  falls flat.";ytbid;Fri Nov 07 13:17:57 CET 2014;342;342; ; ; ;g: ; ;340;en;why -- umph -- this -- same -- right -- out -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z13lvdcijuj5znbge04cc1iawv3eezsbbjo.ytbid;great!!!;ytbid;Sat May 23 11:13:32 CEST 2015;8;8; ; ; ; ; ;8;cy; ;ham
tests2/youtube-uci-ml/_ham_/z12wwjbpsru3dnrkk22ec1qrjm2fzdmte.ytbid; heard      6 years     love ;ytbid;Sat May 23 08:27:41 CEST 2015;60;60; ; ; ; ; ;60;en;when -- this -- ;ham
tests2/youtube-uci-ml/_ham_/z13oghdjnqzcftxwp04cdv0acx3msl5zbkc0k.ytbid;   forget    choice,    fuck, surviving a plane crash has  1/1000 chance of happening.;ytbid;Thu Oct 23 23:20:43 CEST 2014;113;113; ; ; ; ; ;113;en;what the -- what -- how -- ;ham
tests2/youtube-uci-ml/_ham_/z12wyrji5vvpjp1ux23ufr0pzojkz1fwk04.ytbid;'   guys jacket? 1 sleeve   sleeveless arm;ytbid;Sun May 17 12:50:46 CEST 2015;58;58; ; ; ; ; ;58;en; ;ham
tests2/youtube-uci-ml/_ham_/z13ptttyrxekcdvib04chdepnmqygrnwj4c.ytbid;  bad   realtionship     laughing  loud;ytbid;Mon May 25 00:53:16 CEST 2015;52;52; ; ; ; ; ;52;en;this -- out -- like -- is it -- ;ham
tests2/youtube-uci-ml/_ham_/z13xebq4mlyqdda4w04chlsyirr2i54pkjg.ytbid;  hell  song    years old??  remember     ,    jam;ytbid;Sun May 24 07:32:58 CEST 2015;102;102; ; ; ; ; ;102;en;when -- what the -- what -- this -- the hell -- out -- hell -- ;ham
tests2/youtube-uci-ml/_ham_/z13cyh3gowyyxlotr23vsplhbt23hbmwy04.ytbid;  good song     video clip,      girl   airplane crashed   land   away...   found    survive!   love  pet tiget too( kitty purpy) laughing  loud ;ytbid;Wed Aug 27 22:12:48 CEST 2014;204;204; ; ; ;:D ; ;202;en;way -- out -- like -- good -- ;ham
tests2/youtube-uci-ml/_ham_/z12scbmwdyaogtjcc223gjn4dpzmerkt3.ytbid; song  true    insane  boys      girl     true  people    guy       girl  boys  liers  stop treating  girls     suck!;ytbid;Fri May 22 17:01:46 CEST 2015;216;216; ; ; ; ; ;216;en;way -- true that -- this -- stop -- say -- now -- not -- ;ham
tests2/youtube-uci-ml/_ham_/z12litdrrkzmg51kn23ghl2rctvttp0c4.ytbid;      be,watching  favourite rappers  television;ytbid;Thu May 28 21:11:52 CEST 2015;66;66; ; ; ; ; ;66;en;exactly -- ;ham
tests2/youtube-uci-ml/_ham_/z13bevebfqauylm4h04cidqh4xuoy5ayrlo0k.ytbid;wow   sexy extreme droll;ytbid;Thu Oct 16 13:21:58 CEST 2014;18;18; ; ; ; ; ;18;en;wow -- ;ham
tests2/youtube-uci-ml/_ham_/z130gviqarmshdnau04cdzigvs3jepx4qw00k.ytbid;   video   deserve 2billion views ,    visiting   watch  viewer . ;ytbid;Tue Nov 04 07:37:28 CET 2014;104;104; ; ; ; ; ;104;en;this -- not -- ;ham
tests2/youtube-uci-ml/_ham_/z134ufywgmy5yny1223bvdkxvleyjj2ik04.ytbid;i love you;ytbid;Sun May 24 17:05:33 CEST 2015;10;10; ; ; ; ; ;10;ht; ;ham
tests2/youtube-uci-ml/_ham_/z13zc5rw3l3vw1fey23rehuylwzfcx5rt04.ytbid;almost  billion;ytbid;Thu May 21 21:04:36 CEST 2015;16;16; ; ; ; ; ;16;it; ;ham
tests2/youtube-uci-ml/_ham_/z13tsbc5vvn0hdozz04chjt51lq1cvris0k.ytbid;857.482.940 views awesome !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;ytbid;Wed May 06 11:56:36 CEST 2015;68;68; ; ; ; ; ;68;af; ;ham
tests2/youtube-uci-ml/_ham_/z13nt3s53sbnupdoc04cjpuwhzvdh5gyr04.ytbid;3:46 so cute!;ytbid;Thu Sep 11 00:34:14 CEST 2014;13;13; ; ; ; ; ;13;ast; ;ham
tests2/youtube-uci-ml/_ham_/z133uthy3uvscvxox04cfr1bjw2idvehcxw0k.ytbid;   video ends,  13 fuck . boa constrictor squeezes   death.;ytbid;Mon Sep 01 18:55:34 CEST 2014;73;73; ; ; ; ; ;73;en;fuck -- ;ham
tests2/youtube-uci-ml/_ham_/z12ey1yzeo3quba4j04cfri44zazflihkes.ytbid;i love you!;ytbid;Wed May 27 19:00:24 CEST 2015;13;13; ; ; ; ;❤✨;11;ht; ;ham
tests2/youtube-uci-ml/_ham_/z13durqh1sb4iv14q04cep3jenmavh4ajqg0k.ytbid;love it!!!!!!!!!!!!!!!!;ytbid;Sun May 24 04:02:38 CEST 2015;25;25; ; ; ; ;💜;23;en; ;ham
tests2/youtube-uci-ml/_ham_/z13qitsgikv1szy2023jzjdg3pike1yw004.ytbid;   song ;ytbid;Fri May 22 21:10:27 CEST 2015;17;17; ; ; ; ; ;17;en;this -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z130ilq4jomxx1poy04cjvniyzbqjzrjpqc0k.ytbid;like me;ytbid;Wed May 20 11:06:29 CEST 2015;7;7; ; ; ; ; ;7;sq; ;ham
tests2/youtube-uci-ml/_ham_/z13rjvjx1qbrsf5ng233tbgyyxy2wroqu04.ytbid; remember       popular     time.  love .;ytbid;Sat May 23 01:00:29 CEST 2015;83;83; ; ; ; ; ;83;en;when -- time -- this -- so -- ;ham
tests2/youtube-uci-ml/_ham_/z12rgdghtm3gc3j4004cizn50y3xybujalw0k.ytbid;perfect! ;ytbid;Sun Aug 31 22:50:57 CEST 2014;11;11; ; ; ;<3 ; ;9;en; ;ham
tests2/youtube-uci-ml/_ham_/z123gnabnwbqtr1e022jejij0zzzez2os04.ytbid; crazy,  2 billion views,  ,  uk,  korea republic,  asia;ytbid;Wed Nov 05 15:38:10 CET 2014;76;76; ; ; ; ; ;76;en;so -- over -- not -- ;ham
tests2/youtube-uci-ml/_ham_/z12fud04ypiisp4gu04ccbrobq2fzlbawsc0k.ytbid;' watching   summer 2015;ytbid;Fri May 22 17:27:17 CEST 2015;32;32; ; ; ; ; ;32;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z12iwthq2zn5xtxcc23hw1jjxmzddt3ft.ytbid; hear    time  radio    irritating.   ,    video;ytbid;Sat Sep 27 21:00:52 CEST 2014;94;94; ; ; ; ; ;94;en;time -- this -- really -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z12fx5xbxru0i3kzu04ccpm53yjqzvlr4q00k.ytbid;  7 bilion poeple  earth stop  dumb;ytbid;Fri Sep 12 14:41:05 CEST 2014;53;53; ; ; ; ; ;53;en;there -- stop -- now -- ;ham
tests2/youtube-uci-ml/_ham_/z12sub0pnwzlgnz0r23pwvaqtuveyxr1z.ytbid;  stop  shuffle;ytbid;Wed May 20 04:50:29 CEST 2015;25;25; ; ; ; ; ;25;en;stop -- ;ham
tests2/youtube-uci-ml/_ham_/z12rif2ypuzofjo0s22se3e5dzrnznq2z.ytbid;super awesome video;ytbid;Wed May 27 04:47:34 CEST 2015;20;20; ; ; ; ; ;20;af; ;ham
tests2/youtube-uci-ml/_ham_/z12dsplrsvfauj5ej222hhnyyxzffreei.ytbid;like;ytbid;Sat May 23 13:16:41 CEST 2015;4;4; ; ; ; ; ;4;af; ;ham
tests2/youtube-uci-ml/_ham_/z12vxdzzds2kzzrzq04cdjc4ozq2szuyl5o.ytbid;almost 1 billion;ytbid;Fri May 29 01:41:22 CEST 2015;16;16; ; ; ; ; ;16;it; ;ham
tests2/youtube-uci-ml/_ham_/z12qfjubxk2iftnwk04chp5amsmmuvpwh5w.ytbid;   song sucks penis      google translate     fuck  !;ytbid;Sat Nov 08 07:07:44 CET 2014;98;98; ; ; ; ; ;98;en;you know -- when -- what the fuck -- what the -- what -- fuck -- ;ham
tests2/youtube-uci-ml/_ham_/z12vcv5xuqq4gvpgu04ch5ah3vyqwzphryc0k.ytbid; ;ytbid;Sat May 23 20:37:52 CEST 2015;2;2; ; ; ;:) ; ;0;und; ;ham
tests2/youtube-uci-ml/_ham_/z13pevnyjqyyi1o0a23wtbkiukzfcbz3j.ytbid;2010;ytbid;Tue May 26 18:26:03 CEST 2015;6;6; ; ; ;:( ; ;4;und; ;ham
tests2/youtube-uci-ml/_ham_/z130xbcwfnj5vlskv23airsxqqfqvhl5504.ytbid;   2 billion views    2 million people   world!?!?!?!! multiple accounts!!!1111;ytbid;Fri Nov 07 12:16:08 CET 2014;108;108; ; ; ; ; ;108;en;there -- how -- ;ham
tests2/youtube-uci-ml/_ham_/z13jspr4tpe5cfofr23eftm4ivaigv1ju04.ytbid;4 fucking years  fucking past  fucking fast fuck.....;ytbid;Fri May 22 20:29:46 CEST 2015;58;58; ; ; ; ; ;58;en;so -- fast -- ;ham
tests2/youtube-uci-ml/_ham_/z13qjrqjnqbcvnpeg23lubsaezyzx1wti.ytbid;2010?  time past  fast ..;ytbid;Wed May 27 18:47:58 CEST 2015;30;30; ; ; ; ; ;30;en;time -- so -- fast -- ;ham
tests2/youtube-uci-ml/_ham_/z13vhvu54u3ewpp5h04ccb4zuoardrmjlyk0k.ytbid;  billion viewed    thought    cool,   billion   half     stupid   billion were...;ytbid;Fri Jun 05 19:05:16 CEST 2015;148;148; ; ; ; ; ;148;en;this -- see -- really -- how -- ;ham
tests2/youtube-uci-ml/_ham_/z13durcjdm23ifwo204cfxhzawawsrmps24.ytbid;love  song;ytbid;Thu May 28 02:51:54 CEST 2015;14;14; ; ; ; ; ;14;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z12eg5zqxqbdfdzcn22uwxoqxovhhz1ke.ytbid;2015!! llikee!!;ytbid;Wed May 27 15:01:10 CEST 2015;15;15; ; ; ; ; ;15;de; ;ham
tests2/youtube-uci-ml/_ham_/z12sc3pptnvrfbgwl04cdnfgynv5gtuwcpg0k.ytbid;  love you katy perry ;ytbid;Tue Oct 28 16:12:32 CET 2014;29;29; ; ; ;<3 ; ;27;en; ;ham
tests2/youtube-uci-ml/_ham_/z12bjffg3yu4ybx4e04cjzfbyxqcdzyxl3s.ytbid;      ' hardcore;ytbid;Sun Sep 07 03:59:54 CEST 2014;43;43; ; ; ; ; ;43;en;this -- there -- really -- ;ham
tests2/youtube-uci-ml/_ham_/z12fzn5rgqi4sdwwe04cj33qdvbbipgjylc0k.ytbid;  good.   make   music?   ,  !;ytbid;Mon Oct 20 03:25:03 CEST 2014;70;70; ; ; ; ; ;70;en;good -- ;ham
tests2/youtube-uci-ml/_ham_/z12lhtpotlygylwcj23idphbpsjih0e0.ytbid; love  sooooooooooooong  love katy perry;ytbid;Fri Oct 10 19:09:13 CEST 2014;46;46; ; ; ; ; ;46;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z13xwborhli2vdrab04chblgxvjattz4ezs0k.ytbid;  hate  song! ;ytbid;Sun Nov 09 02:42:40 CET 2014;19;19; ; ; ; ; ;19;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z12auh0b1vajetih404cfbl5uyfehpi4kb4.ytbid;   katy perry    youtube channel?;ytbid;Sat Oct 11 12:26:00 CEST 2014;54;54; ; ; ; ; ;54;en;when -- ;ham
tests2/youtube-uci-ml/_ham_/z13isrygru30wbjmy23refqxdzizyp3xy04.ytbid;  megan fox?;ytbid;Thu May 21 19:00:07 CEST 2015;18;18; ; ; ; ; ;18;en; ;ham
tests2/youtube-uci-ml/_ham_/z12icv3ysqvlwth2c23eddlykyqut5z1h.ytbid;860,000,000 lets make   female  reach  billion!! share   replay ! ;ytbid;Thu May 28 21:47:12 CEST 2015;85;85; ; ; ; ; ;85;en; ;ham
tests2/youtube-uci-ml/_ham_/z12myn4rltf4ejddv23mwr3piuapcbl0r.ytbid;  world cup song ever!!!!;ytbid;Thu May 28 18:06:38 CEST 2015;32;32; ; ; ; ; ;32;en; ;ham
tests2/youtube-uci-ml/_ham_/z12wy3fjlwnexjpzw04cf5ubzkudvfdinn00k.ytbid;   real   daughter   big fan    likes  lot    songs.;ytbid;Thu Nov 06 13:44:00 CET 2014;82;82; ; ; ; ; ;82;en;so -- ;ham
tests2/youtube-uci-ml/_ham_/z12cu5vhuw2ccfvdi22ecpvobuiof1yat04.ytbid;2,000,000,000   7,000,000,000 people      video   2 years  yeat    2 words    hole song;ytbid;Sat Nov 08 03:08:58 CET 2014;134;134; ; ; ; ; ;134;en;this -- saw -- out -- ;ham
tests2/youtube-uci-ml/_ham_/z13jihf5luz0s5nlj22usvaquqeyvxk2u.ytbid;love  video   song  ;ytbid;Tue May 26 13:53:14 CEST 2015;38;38; ; ; ; ; ;38;en;this -- ;ham
tests2/youtube-uci-ml/_ham_/z13xxt4idrj0xx0vy23mzfswexbtytozw04.ytbid;"  realized   verses   song   exact  melody   verses  ""hey hold ""   lumineers.";ytbid;Fri Oct 24 18:11:17 CEST 2014;116;116; ; ; ; ; ;116;en;this -- same -- hey -- ;ham
tests2/youtube-uci-ml/_ham_/z12buhk4iou1g3jl322ts5mzltm4fdhpz04.ytbid;  charlie  lost?;ytbid;Thu May 28 01:59:58 CEST 2015;27;27; ; ; ; ; ;27;en; ;ham
tests2/youtube-uci-ml/_ham_/z12agrbxiwabvrb2g22pfpcqys2eyrwbd04.ytbid;what nicei;ytbid;Mon May 25 21:10:46 CEST 2015;15;15; ; ; ; ;⛺♥♥♥♥;10;ro; ;ham
tests2/youtube-uci-ml/_ham_/z13jvndqyr2zjzpxo04cij4pdva4yhqzlq40k.ytbid;remeber   song  good;ytbid;Mon May 25 06:43:54 CEST 2015;31;31; ; ; ; ; ;31;en;when -- this -- good -- ;ham
tests2/youtube-uci-ml/_ham_/z12qidxykke3jnmm522nj3noypyaedja504.ytbid;   song  ;ytbid;Mon May 25 16:08:58 CEST 2015;26;26; ; ; ; ; ;26;en;this -- like -- ;ham
tests2/youtube-uci-ml/_ham_/z13zibwb3vaczhraj04cct2hppnuwtbwjq00k.ytbid;waka waka:-):-);ytbid;Sat May 23 06:49:17 CEST 2015;18;18; ; ; ;:-) ; ;15;sw; ;ham
tests2/youtube-uci-ml/_ham_/z12wjzc4eprnvja4304cgbbizuved35wxcs.ytbid;cool;ytbid;Fri May 29 03:13:07 CEST 2015;4;4; ; ; ; ; ;4;en; ;ham
tests2/youtube-uci-ml/_ham_/z13mdf1oeo3ddhrdg23sxtdw4mzmwdbsd.ytbid;i like this steps...;ytbid;Sun May 17 09:21:37 CEST 2015;20;20; ; ; ; ; ;20;sq; ;ham
tests2/youtube-uci-ml/_ham_/z12avpyabxyzgdpjm04cj5mhyt22jdcbzow0k.ytbid; love  songs eminem   rap god;ytbid;Sun May 24 10:45:22 CEST 2015;41;41; ; ; ; ; ;41;en; ;ham
tests2/youtube-uci-ml/_ham_/z131xnrwqtybhzilh22hipqauyuhvnlx104.ytbid;hii youtube;ytbid;Mon Nov 10 16:14:20 CET 2014;11;11; ; ; ; ; ;11;ht; ;ham
tests2/youtube-uci-ml/_ham_/z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k.ytbid; love rihanna [♧from thailand♧];ytbid;Tue May 19 10:42:56 CEST 2015;40;40; ; ; ; ;😍😍😍😍;32;en; ;ham
tests2/youtube-uci-ml/_ham_/z124jvczaz3dxhnbc04cffk43oiugj25yzo0k.ytbid;wierd  funny;ytbid;Thu May 28 21:07:20 CEST 2015;15;15; ; ; ; ; ;15;en; ;ham
tests2/youtube-uci-ml/_ham_/z12midepsoiuxzmh304cjt0ihn3js1k4f1c.ytbid;awesome;ytbid;Wed May 20 20:58:01 CEST 2015;7;7; ; ; ; ; ;7;af; ;ham
tests2/youtube-uci-ml/_ham_/z13nw3lhgt2nf5wwe04cdlx5iyaydznrve0.ytbid; song  great   2,127,315,950 views wow;ytbid;Sat Nov 08 09:15:22 CET 2014;52;52; ; ; ; ; ;52;en;wow -- this -- there -- great -- ;ham
tests2/youtube-uci-ml/_ham_/z12oxlzh4qjicd2zu04cgfabqtipf3gq4is.ytbid;"    ""     billion views  '  7 million   planet""   . you'reply joking.    funny anymore.";ytbid;Sat Nov 08 10:04:22 CET 2014;150;150; ; ; ; ; ;150;en;this -- not -- how -- get it -- enough -- ;ham
tests2/youtube-uci-ml/_ham_/z13pihfbwlv5hv4ap04ceh3hvonuhvnxueg.ytbid;     song     ;ytbid;Wed May 27 20:00:58 CEST 2015;42;42; ; ; ; ; ;42;en;this -- not -- ;ham
tests2/youtube-uci-ml/_ham_/z12osrsgan34db4eh223gbwr4urwhzfzv04.ytbid; love    mom ;ytbid;Mon May 25 15:33:19 CEST 2015;23;23; ; ; ; ; ;23;en; ;ham
tests2/youtube-uci-ml/_ham_/z135znoyckynyhfyc04cj1qzturycx24aw40k.ytbid;instant message  watching  2015;ytbid;Mon May 25 15:05:41 CEST 2015;25;25; ; ; ; ; ;25;en; ;ham
tests2/youtube-uci-ml/_ham_/z12wz33h0vbdcdel022hu3npdufjjx2mv.ytbid;wow  video    viewed youtube video..    justin bieber- baby shaking  head    world  ;ytbid;Sat Nov 08 07:25:39 CET 2014;118;118; ; ; ; ; ;118;en;wow -- what -- this -- come -- ;ham
tests2/youtube-uci-ml/_ham_/z12xtnzbxomaglq4k04cfzpwiovxizj5l5o.ytbid;eminem   insperasen  favorite;ytbid;Mon May 25 02:36:46 CEST 2015;31;31; ; ; ; ; ;31;en; ;ham
tests2/youtube-uci-ml/_ham_/z13achnwtnfohviax04ccn2rlraugdighjg.ytbid;she kinda let herself go, huh?;ytbid;Mon Oct 27 22:31:51 CET 2014;30;30; ; ; ; ; ;30;nl; ;ham
tests2/youtube-uci-ml/_ham_/z13hcfzbesmjhpuzp04ccvzilqvcyj0x3yo0k.ytbid;amazing song;ytbid;Sat May 23 23:14:56 CEST 2015;12;12; ; ; ; ; ;12;tl; ;ham
tests2/youtube-uci-ml/_ham_/z12agzlqdsjwthnkc23sfxaofvjoevvx204.ytbid; loving ;ytbid;Fri May 22 23:36:11 CEST 2015;12;12; ; ; ; ; ;12;en;hi -- ;ham
tests2/youtube-uci-ml/_ham_/z121fvtbjuq0endru04cfjfofknoyteh3jk.ytbid;wanderfol  love  miusic;ytbid;Thu May 21 15:52:58 CEST 2015;27;27; ; ; ; ; ;27;en; ;ham
tests2/youtube-uci-ml/_ham_/z13ijbpyhnvtddsue223c3pgilfjs3pmv.ytbid;goood;ytbid;Mon May 25 12:21:16 CEST 2015;5;5; ; ; ; ; ;5;so; ;ham
tests2/youtube-uci-ml/_ham_/z12zgfgp1rzzct4ft23jxrwozxabfnjjv04.ytbid; goal!3,000,000!   !;ytbid;Mon Nov 10 13:25:27 CET 2014;40;40; ; ; ; ; ;40;en; ;ham
tests2/youtube-uci-ml/_ham_/z12pcvix4zedcjvyb04ccr1r0mr2g5xwyng0k.ytbid;party rock;ytbid;Thu May 28 17:28:26 CEST 2015;10;10; ; ; ; ; ;10;en; ;ham
